city,brewery_name,beer_name_key,yelp_review_count,yelp_rating,longitude,phone,state,brewery_key,abv,ratings_count,phone_key,avg_score,bros_score,style_name,latittude,style_key,beer_name
Sunnyvale,Firehouse Grill & Brewery,94911,660,2.5,-122.030273,(408) 773-9500,CA,12788,7.20,2,4087739500,3.95,,Belgian Pale Ale,37.377434,54,Blonde Bomb Shell
Sunnyvale,Firehouse Grill & Brewery,41701,660,2.5,-122.030273,(408) 773-9500,CA,12788,,2,4087739500,4.06,,Irish Dry Stout,37.377434,162,Brendan's Irish Stout
Sunnyvale,Firehouse Grill & Brewery,57900,660,2.5,-122.030273,(408) 773-9500,CA,12788,4.10,4,4087739500,3.82,,English Pale Mild Ale,37.377434,76,Cluster Fuggle
Sunnyvale,Firehouse Grill & Brewery,144289,660,2.5,-122.030273,(408) 773-9500,CA,12788,,1,4087739500,3.75,,Bock,37.377434,32,Firehouse Bock
Sunnyvale,Firehouse Grill & Brewery,93884,660,2.5,-122.030273,(408) 773-9500,CA,12788,6.60,5,4087739500,3.4,,American IPA,37.377434,116,Firehouse IPA
Sunnyvale,Firehouse Grill & Brewery,46532,660,2.5,-122.030273,(408) 773-9500,CA,12788,,8,4087739500,3.82,,American Porter,37.377434,159,FireHouse Porter
Sunnyvale,Firehouse Grill & Brewery,62148,660,2.5,-122.030273,(408) 773-9500,CA,12788,6.90,1,4087739500,3.5,,Oatmeal Stout,37.377434,69,Hall & Oatmeal Stout
Sunnyvale,Firehouse Grill & Brewery,43137,660,2.5,-122.030273,(408) 773-9500,CA,12788,5.00,4,4087739500,3.73,,American Pale Wheat Ale,37.377434,93,Hefeweizen
Sunnyvale,Firehouse Grill & Brewery,54389,660,2.5,-122.030273,(408) 773-9500,CA,12788,7.50,98,4087739500,4.06,,American IPA,37.377434,116,Hops On Rye
Sunnyvale,Firehouse Grill & Brewery,53196,660,2.5,-122.030273,(408) 773-9500,CA,12788,10.40,1,4087739500,3.91,,English Barleywine,37.377434,152,Old Volstead Barleywine
Sunnyvale,Firehouse Grill & Brewery,56276,660,2.5,-122.030273,(408) 773-9500,CA,12788,9.80,15,4087739500,3.95,,American Double / Imperial Stout,37.377434,157,One Tun Imperial Stout
Sunnyvale,Firehouse Grill & Brewery,53190,660,2.5,-122.030273,(408) 773-9500,CA,12788,,5,4087739500,3.73,,American Pale Ale (APA),37.377434,97,Pale Ale
Sunnyvale,Firehouse Grill & Brewery,56306,660,2.5,-122.030273,(408) 773-9500,CA,12788,6.50,21,4087739500,3.34,,American Porter,37.377434,159,Palo Alto Brewing Barley Legal Coconut Porter
Sunnyvale,Firehouse Grill & Brewery,73149,660,2.5,-122.030273,(408) 773-9500,CA,12788,,6,4087739500,4.27,,American Porter,37.377434,159,Palo Alto Brewing Bourbon Barrel Aged Coconut Porter
Sunnyvale,Firehouse Grill & Brewery,55842,660,2.5,-122.030273,(408) 773-9500,CA,12788,5.00,37,4087739500,3.31,,American Pale Ale (APA),37.377434,97,Palo Alto Brewing Hoppy Ending Pale Ale
Sunnyvale,Firehouse Grill & Brewery,71794,660,2.5,-122.030273,(408) 773-9500,CA,12788,7.20,4,4087739500,3.9,,Rye Beer,37.377434,12,Palo Alto Brewing Rye IPA
Sunnyvale,Firehouse Grill & Brewery,80499,660,2.5,-122.030273,(408) 773-9500,CA,12788,8.20,2,4087739500,4.11,,Scotch Ale / Wee Heavy,37.377434,77,Scotch Ale
Sunnyvale,Firehouse Grill & Brewery,53189,660,2.5,-122.030273,(408) 773-9500,CA,12788,,2,4087739500,4.06,,Baltic Porter,37.377434,80,Veles Baltic Porter
Oceanside,Legacy Brewing Co.,107844,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.50,1,7607053221,4,,Extra Special / Strong Bitter (ESB),33.2154729876819,66,316 ESB
Oceanside,Legacy Brewing Co.,107848,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,8.00,9,7607053221,3.99,,Scotch Ale / Wee Heavy,33.2154729876819,77,Clan Ross Scotch Ale
Oceanside,Legacy Brewing Co.,120991,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,9.00,13,7607053221,3.46,,Russian Imperial Stout,33.2154729876819,84,Czarface
Oceanside,Legacy Brewing Co.,164271,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,9.00,2,7607053221,3.74,,Russian Imperial Stout,33.2154729876819,84,Czarface Barrel Aged
Oceanside,Legacy Brewing Co.,159003,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,9.00,4,7607053221,3.68,,American Double / Imperial IPA,33.2154729876819,140,Emancipation Hoplimation
Oceanside,Legacy Brewing Co.,107843,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.80,5,7607053221,3.99,,English Brown Ale,33.2154729876819,74,Founding Fathers Nut Brown Ale
Oceanside,Legacy Brewing Co.,110002,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,6.67,17,7607053221,3.69,,American IPA,33.2154729876819,116,Hellfire IPA
Oceanside,Legacy Brewing Co.,107851,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,6.67,8,7607053221,3.15,,American IPA,33.2154729876819,116,Hop Off 76 IPA
Oceanside,Legacy Brewing Co.,147195,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.10,2,7607053221,3.65,,Munich Helles Lager,33.2154729876819,21,Iron Wharf
Oceanside,Legacy Brewing Co.,107845,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,6.80,0,7607053221,,,English India Pale Ale (IPA),33.2154729876819,150,Sedition English IPA
Oceanside,Legacy Brewing Co.,159001,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.20,3,7607053221,3.46,,English Pale Ale,33.2154729876819,154,Sedition Pale Ale
Oceanside,Legacy Brewing Co.,107849,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.90,2,7607053221,3.82,,American Porter,33.2154729876819,159,Sons Of Liberty Porter
Oceanside,Legacy Brewing Co.,137588,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.50,7,7607053221,3.61,,Fruit / Vegetable Beer,33.2154729876819,9,That Guava Beer
Oceanside,Legacy Brewing Co.,107846,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.30,4,7607053221,3.97,,Irish Red Ale,33.2154729876819,161,The Chesty Irish Red
Oceanside,Legacy Brewing Co.,107847,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,4.40,6,7607053221,3.69,,Irish Dry Stout,33.2154729876819,162,The Daily Stout
Oceanside,Legacy Brewing Co.,138217,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,4.70,5,7607053221,3.63,,American Blonde Ale,33.2154729876819,99,The Illuminated Blonde
Oceanside,Legacy Brewing Co.,160194,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,9.00,2,7607053221,3.64,,Quadrupel (Quad),33.2154729876819,142,The Monk's Revenge
Oceanside,Legacy Brewing Co.,202478,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,5.40,0,7607053221,,,Milk / Sweet Stout,33.2154729876819,82,Udderless Milk Stout
Oceanside,Legacy Brewing Co.,160193,80,4.0,-117.350640892982,(760) 705-3221,CA,33490,7.00,1,7607053221,3.82,,Doppelbock,33.2154729876819,35,Zero Bock Thirty
Hopland,United Brewing Group,7307,-1,-1,,(707) 744-1015,CA,2910,,31,7077441015,2.83,,American Pale Wheat Ale,,93,Carmel Wheat Beer
Fulton,Moonlight Brewing Company,53212,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.50,12,7075282537,2.78,,Scottish Gruit / Ancient Herbed Ale,38.4956463,70,Artemis
Fulton,Moonlight Brewing Company,2534,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.90,136,7075282537,4.04,,American IPA,38.4956463,116,Bombay By Boat IPA
Fulton,Moonlight Brewing Company,20446,19,5.0,-122.7704616,(707) 528-2537,CA,763,6.00,36,7075282537,4.16,,Euro Dark Lager,38.4956463,149,Bony Fingers
Fulton,Moonlight Brewing Company,91986,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.60,4,7075282537,3.77,,Saison / Farmhouse Ale,38.4956463,129,Change Of Heart
Fulton,Moonlight Brewing Company,149053,19,5.0,-122.7704616,(707) 528-2537,CA,763,6.30,4,7075282537,4.03,,Euro Dark Lager,38.4956463,149,Crushed To Death
Fulton,Moonlight Brewing Company,2306,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.00,291,7075282537,4.15,,Euro Dark Lager,38.4956463,149,Death & Taxes Black Beer
Fulton,Moonlight Brewing Company,184649,19,5.0,-122.7704616,(707) 528-2537,CA,763,,3,7075282537,2.89,,Saison / Farmhouse Ale,38.4956463,129,Easy Saison
Fulton,Moonlight Brewing Company,166461,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.20,1,7075282537,3.88,,English India Pale Ale (IPA),38.4956463,150,Freewheel
Fulton,Moonlight Brewing Company,20773,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.60,46,7075282537,4.26,,American Pale Ale (APA),38.4956463,97,Homegrown Fresh Hop Ale
Fulton,Moonlight Brewing Company,160172,19,5.0,-122.7704616,(707) 528-2537,CA,763,6.10,3,7075282537,3.72,,American Wild Ale,38.4956463,171,Lick Of Trouble
Fulton,Moonlight Brewing Company,13415,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.00,42,7075282537,4.18,,Dortmunder / Export Lager,38.4956463,20,Lunatic Lager
Fulton,Moonlight Brewing Company,55791,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.40,33,7075282537,3.75,,American Pale Ale (APA),38.4956463,97,Misspent Youth
Fulton,Moonlight Brewing Company,166460,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.50,2,7075282537,3.81,,Herbed / Spiced Beer,38.4956463,8,Mounting Evidence
Fulton,Moonlight Brewing Company,78977,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.30,7,7075282537,3.86,,American Brown Ale,38.4956463,73,Obedience Training
Fulton,Moonlight Brewing Company,19907,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.00,22,7075282537,3.84,,American Pale Lager,38.4956463,155,Old Combine 4-Grain Lager
Fulton,Moonlight Brewing Company,195229,19,5.0,-122.7704616,(707) 528-2537,CA,763,6.60,1,7075282537,,,Saison / Farmhouse Ale,38.4956463,129,Peach & Love
Fulton,Moonlight Brewing Company,90937,19,5.0,-122.7704616,(707) 528-2537,CA,763,,7,7075282537,4.05,,Schwarzbier,38.4956463,31,Points North
Fulton,Moonlight Brewing Company,105245,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.50,4,7075282537,4.33,,Scottish Gruit / Ancient Herbed Ale,38.4956463,70,Previous Life Herbal Ale
Fulton,Moonlight Brewing Company,22173,19,5.0,-122.7704616,(707) 528-2537,CA,763,4.80,279,7075282537,4.3,,Czech Pilsener,38.4956463,40,Reality Czeck
Fulton,Moonlight Brewing Company,61159,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.20,18,7075282537,3.88,,Gose,38.4956463,16,Sour Mash Wheat
Fulton,Moonlight Brewing Company,27771,19,5.0,-122.7704616,(707) 528-2537,CA,763,6.00,25,7075282537,4.06,,Winter Warmer,38.4956463,47,Tipple
Fulton,Moonlight Brewing Company,22175,19,5.0,-122.7704616,(707) 528-2537,CA,763,6.00,35,7075282537,4.21,,American Amber / Red Lager,38.4956463,147,Toast (Slightly Burnt)
Fulton,Moonlight Brewing Company,20929,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.60,99,7075282537,4.03,,Extra Special / Strong Bitter (ESB),38.4956463,66,Twist Of Fate Bitter Ale
Fulton,Moonlight Brewing Company,66289,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.30,12,7075282537,3.92,,Scottish Gruit / Ancient Herbed Ale,38.4956463,70,Two Weeks Notice
Fulton,Moonlight Brewing Company,42520,19,5.0,-122.7704616,(707) 528-2537,CA,763,5.50,38,7075282537,4.02,,Scottish Gruit / Ancient Herbed Ale,38.4956463,70,Working For Tips
Inyokern,Indian Wells Brewing Company,44185,54,4.0,-117.8723822,(760) 377-5989,CA,619,7.20,106,7603775989,2.48,,American IPA,35.6674611,116,Amnesia IPA
Inyokern,Indian Wells Brewing Company,65328,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.20,2,7603775989,3.33,,American Blonde Ale,35.6674611,99,Badwater Ale
Inyokern,Indian Wells Brewing Company,76092,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.50,17,7603775989,2.37,,American Blonde Ale,35.6674611,99,Ballistic Brewing Co. - Bumblebee Golden Ale
Inyokern,Indian Wells Brewing Company,76093,54,4.0,-117.8723822,(760) 377-5989,CA,619,7.20,19,7603775989,2.48,,English India Pale Ale (IPA),35.6674611,150,Ballistic Brewing Co. - Gargoyle India Pale Ale
Inyokern,Indian Wells Brewing Company,75896,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.50,13,7603775989,2.44,,American Amber / Red Ale,35.6674611,128,Ballistic Brewing Co. - Gorgon Red Ale
Inyokern,Indian Wells Brewing Company,108459,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.50,2,7603775989,2.1,,American Pale Ale (APA),35.6674611,97,Ballistic Brewing Co. - Sidewinder Pale Ale
Inyokern,Indian Wells Brewing Company,46967,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.20,56,7603775989,2.51,,Irish Dry Stout,35.6674611,162,Blackout Stout
Inyokern,Indian Wells Brewing Company,59126,54,4.0,-117.8723822,(760) 377-5989,CA,619,,52,7603775989,2.71,,American Pale Ale (APA),35.6674611,97,Death Valley Pale Ale
Inyokern,Indian Wells Brewing Company,43330,54,4.0,-117.8723822,(760) 377-5989,CA,619,4.70,11,7603775989,2.53,,American Pale Ale (APA),35.6674611,97,Desert Pale Ale
Inyokern,Indian Wells Brewing Company,131345,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.00,1,7603775989,3,,American Pale Ale (APA),35.6674611,97,Gargoyle Hopped Golden Ale (UK)
Inyokern,Indian Wells Brewing Company,131443,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.50,1,7603775989,1.75,,American IPA,35.6674611,116,Ground Pup American Style IPA
Inyokern,Indian Wells Brewing Company,75874,54,4.0,-117.8723822,(760) 377-5989,CA,619,7.20,10,7603775989,2.62,,Doppelbock,35.6674611,35,Ground Pup Double Bock Ale
Inyokern,Indian Wells Brewing Company,19957,54,4.0,-117.8723822,(760) 377-5989,CA,619,10.50,200,7603775989,2.98,,Doppelbock,35.6674611,35,Lobotomy Bock
Inyokern,Indian Wells Brewing Company,54017,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.50,18,7603775989,3.01,,Märzen / Oktoberfest,35.6674611,29,Märzen Madness
Inyokern,Indian Wells Brewing Company,12456,54,4.0,-117.8723822,(760) 377-5989,CA,619,4.40,42,7603775989,2.57,,Czech Pilsener,35.6674611,40,Mojave Gold
Inyokern,Indian Wells Brewing Company,9963,54,4.0,-117.8723822,(760) 377-5989,CA,619,,75,7603775989,2.76,,American Amber / Red Lager,35.6674611,147,Mojave Red
Inyokern,Indian Wells Brewing Company,20496,54,4.0,-117.8723822,(760) 377-5989,CA,619,,51,7603775989,2.68,,Fruit / Vegetable Beer,35.6674611,9,Orange Blossom
Inyokern,Indian Wells Brewing Company,122253,54,4.0,-117.8723822,(760) 377-5989,CA,619,6.20,9,7603775989,3.66,,Witbier,35.6674611,48,Orgasmic Orange
Inyokern,Indian Wells Brewing Company,43360,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.00,22,7603775989,1.46,,Fruit / Vegetable Beer,35.6674611,9,Raspberry Ale
Inyokern,Indian Wells Brewing Company,71184,54,4.0,-117.8723822,(760) 377-5989,CA,619,,7,7603775989,3.49,,American Amber / Red Lager,35.6674611,147,Red Dawn
Inyokern,Indian Wells Brewing Company,66051,54,4.0,-117.8723822,(760) 377-5989,CA,619,,11,7603775989,2.99,,Light Lager,35.6674611,39,Silver Sun
Inyokern,Indian Wells Brewing Company,168975,54,4.0,-117.8723822,(760) 377-5989,CA,619,12.00,1,7603775989,4.09,,Doppelbock,35.6674611,35,Special Black Lobotomy Bock
Inyokern,Indian Wells Brewing Company,52832,54,4.0,-117.8723822,(760) 377-5989,CA,619,,37,7603775989,2.55,,Pumpkin Ale,35.6674611,72,Spicy Pumpkin Ale
Inyokern,Indian Wells Brewing Company,65530,54,4.0,-117.8723822,(760) 377-5989,CA,619,,1,7603775989,2.74,,American Amber / Red Lager,35.6674611,147,Steinfest Lager
Inyokern,Indian Wells Brewing Company,101180,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.20,5,7603775989,3.25,,American Stout,35.6674611,158,Talos Black Stout
Inyokern,Indian Wells Brewing Company,169097,54,4.0,-117.8723822,(760) 377-5989,CA,619,9.50,3,7603775989,3.77,,American Double / Imperial IPA,35.6674611,140,Triple Amnesia IPA
Inyokern,Indian Wells Brewing Company,56176,54,4.0,-117.8723822,(760) 377-5989,CA,619,5.00,9,7603775989,2.66,,American Porter,35.6674611,159,Whole Hog Smoked Porter
Livermore,Sauced BBQ & Spirits,203042,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,11.20,0,9259611300,,,American Double / Imperial IPA,37.6827419923371,140,3 Piece Porkestra
Livermore,Sauced BBQ & Spirits,158502,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,7.90,2,9259611300,4.29,,American Double / Imperial IPA,37.6827419923371,140,Deuce Pigalow
Livermore,Sauced BBQ & Spirits,158500,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,5.70,2,9259611300,3.69,,American IPA,37.6827419923371,116,Dirty Little Pig
Livermore,Sauced BBQ & Spirits,158498,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,5.10,0,9259611300,,,Hefeweizen,37.6827419923371,89,Hawgs N Heifersweizen
Livermore,Sauced BBQ & Spirits,158501,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,5.50,0,9259611300,,,American IPA,37.6827419923371,116,Pig Head Red
Livermore,Sauced BBQ & Spirits,158499,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,5.40,1,9259611300,3.44,,American Blonde Ale,37.6827419923371,99,Pig Ol' Bitties
Livermore,Sauced BBQ & Spirits,203043,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,4.60,0,9259611300,,,Fruit / Vegetable Beer,37.6827419923371,9,Pigberry Cream Dream
Livermore,Sauced BBQ & Spirits,158504,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,5.20,0,9259611300,,,American Pale Ale (APA),37.6827419923371,97,Piggystyle
Livermore,Sauced BBQ & Spirits,158503,1104,3.5,-121.767890453339,(925) 961-1300,CA,38960,6.00,0,9259611300,,,American Porter,37.6827419923371,159,Porkchopper Porter
San Francisco,Southern Pacific Brewing,113707,-1,-1,,(415) 891-9775,CA,28260,8.50,2,4158919775,3.88,,American Strong Ale,,78,Barrel Aged American Strong
San Francisco,Southern Pacific Brewing,113705,-1,-1,,(415) 891-9775,CA,28260,6.20,1,4158919775,3.75,,American Porter,,159,Barrel Aged Porter
San Francisco,Southern Pacific Brewing,113703,-1,-1,,(415) 891-9775,CA,28260,,4,4158919775,,,Belgian Pale Ale,,54,Bastonge Blonde
San Francisco,Southern Pacific Brewing,77967,-1,-1,,(415) 891-9775,CA,28260,4.20,6,4158919775,3.35,,Witbier,,48,Belgian Wit
San Francisco,Southern Pacific Brewing,113704,-1,-1,,(415) 891-9775,CA,28260,5.60,7,4158919775,3.51,,American Blonde Ale,,99,California Blonde
San Francisco,Southern Pacific Brewing,118060,-1,-1,,(415) 891-9775,CA,28260,6.80,4,4158919775,3.56,,American IPA,,116,Extra IPA
San Francisco,Southern Pacific Brewing,113701,-1,-1,,(415) 891-9775,CA,28260,,5,4158919775,3.32,,Hefeweizen,,89,Hefeweizen
