ba_brewery_state,ba_bros_val,ba_avg_score,ba_abv,ba_style,ba_phone,ba_brewery_name,ba_phone_key,ba_beer_name,ba_ratings_count,ba_brewery_city
CA,-,4.25,5.80,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Afternoon Delight,9,San Francisco
CA,-,4.41,8.50,American Double / Imperial IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Are You Afraid Of The Dank?,77,San Francisco
CA,-,4.38,7.70,American Stout,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Baby Blammo!,15,San Francisco
CA,-,4.03,6.70,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bad Hand IPA,11,San Francisco
CA,-,3.83,3.90,English Bitter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bad Teeth,9,San Francisco
CA,-,4.17,6.90,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bangerang,53,San Francisco
CA,-,4.04,4.00,English Porter,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Batch #1 Porter,49,San Francisco
CA,-,4.06,7.50,American Pale Ale (APA),(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bill Beeelichick,10,San Francisco
CA,-,4.2,6.60,American IPA,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Bless The Rains,5,San Francisco
CA,-,2.92,4.30,Fruit / Vegetable Beer,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Blonde Moms,9,San Francisco
CA,-,-,?,American Blonde Ale,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Blonde Sabbath,4,San Francisco
CA,-,-,5.00,German Pilsener,(415) 863-3940,Cellarmaker Brewing Co.,4158633940,Blue Velvet,0,San Francisco
